,Year,Movie_name,Role,Actor,Action,Adventure,Comedy,Drama,Thriller,Crime,History,Mystery,Fantasy,Family,Romance,War,Biography,Director,Rating
16,2016,Kali,Siddharth,Dulquer,1,,,,1,,,,,,,,,Sameer Thahir,6.9
260,2016,Kochavva Paulo Ayyappa Coelho,Airline Passanger,Biju Menon,,,1,1,,,,,,,,,,Sidhartha Shiva,6.5
511,2016,Kochavva Paulo Ayyappa Coelho,Susheelan Kochettan,Suraj Venjaramoodu,,,1,1,,,,,,,,,,Sidhartha Shiva,6.5
34,2016,Kochauvva Paulo Ayyappa Coelho,Kochauvva,Kunchacko Boban,,,1,1,,,,,,,,,,Sidhartha Shiva,6.5
13,2016,James and Alice,James,Prithviraj Sukumaran,,,,1,,,,,,1,,,,Sujith Vasudev,6.4
442,2016,Welcome to Central Jail,Keshavan,Siddique,,,1,,,,,,,,1,,,Sundar Das,2.8
11,2016,Welcome to Central Jail,Unnikuttan,Dileep,,,1,,,,,,,,,,,Sundar Das,2.8
219,2016,Kavi Udeshichathu,Minnal Simon,Biju Menon,,,1,,,,,,,,,,,Liju Thomas,5.5
16,2016,White,Prakash Roy,Mammmootty,,,,,,,,,,,1,,,Uday Ananthan,3
444,2016,White,Sunnychayan,Siddique,,,,1,,,,,,,,,,Uday Ananthan,3
223,2016,Marubhoomiyile Aana,Sheikh,Biju Menon,,,1,,,,,,,,,,,V.K.Prakash,5.1
23,2016,Jacobinte Swargarajyam,Jerry Jacob,Nivin Pauly,,,,1,,,,,,1,,,1,Vineeeth Sreenivasan,7.6
513,2016,Anyarku Praveshanamilla,Valanjavazhi Shinjo,Suraj Venjaramoodu,,,1,,,,,,,,,,,Vs Jayakrishna,2.1
12,2016,Pulimurugan,Murugan,Mohanlal,1,,,,,,,,,,,,,Vysakh,6.8
440,2016,Pulimurugan,ACP Iype Zachariah,Siddique,1,,,,1,,,,,,,,,Vysakh,6.8
509,2016,Pulimurugan,Poongayi Sasi,Suraj Venjaramoodu,1,,,,1,,,,,,,,,Vysakh,6.8
11,2017,Masterpiece,Edward Livingstone/Anto Antony IPS,Mammmootty,1,,,,1,1,,1,,,,,,Ajay Vasudev,5.9
26,2017,Njandukalude Nattil Oridavela,Kurien Chacko,Nivin Pauly,,,1,,,,,,,1,1,,,Althaf Salim,7
20,2017,CIA (Comrade in America),"Aji ""Ajipan"" Mathew",Dulquer,1,1,,1,,,,,,,,,,Amal Neerad,6.5
455,2017,CIA-Comrade in America,Mathew,Siddique,1,,,,1,,,,,,,,,Amal Neerad,6.5
221,2017,Lakshyam,Mustafa,Biju Menon,,,,1,1,,,,,,,,,Anzar Khan,5.6
332,2017,Lakshyam,Vimal,Indrajith Sukumaran,,,,1,1,,,,,,,,,Anzar Khan,5.6
7,2017,Ramaleela,Ramanunni,Dileep,,,,1,1,,,,,,,,,Arun Gopy,7.4
451,2017,Ramaleela,Udayabanu,Siddique,,,,,1,,,,,,,,,Arun Gopy,7.4
10,2017,Villain,ADGP Mathew Manjooran IPS,Mohanlal,1,,,,1,1,,,,,,,,B.Unnikrishnan,6.5
450,2017,Villain,"DGP,Mathews Boss",Siddique,,,,,1,1,,,,,,,,B.Unnikrishnan,6.3
22,2017,Solo,Shekhar/ Trilok/,Dulquer,1,,,1,1,,,,,,,,,Bejoy Nambiar,7.1
330,2017,Kadu Pookkunna Neram,Police Officer,Indrajith Sukumaran,,,,1,,,,,,,,,,Bijukumar Damodaran,7.7
8,2017,Aana Alaralodalaral,Sekharankutty / Kunhikhadar,Dileep,,,1,,,,,,,,,,,Dileep Menon,3.8
506,2017,Thondimuthalum Driksakshiyum,Prasad,Suraj Venjaramoodu,,,,1,1,,,,,,,,,Dileesh Pothan,8.2
27,2017,Richie,Richard K Sayagam (Richie),Nivin Pauly,1,,,,,1,,,,,,,,Gautham Ramachandran ,5.3
225,2017,Lavakusha,Joy Cappan,Biju Menon,,,1,,,,,,,,,,,Gireesh Mano,5
14,2017,The Great Father,David Nainan,Mammmootty,1,,,1,1,1,,1,,,,,,Haneef Adeni,7.3
11,2017,Ezra,Ranjan Mathew,Prithviraj Sukumaran,,,,,1,,,1,1,,,,,Jay K,6.7
331,2017,Ezra,Narrator,Indrajith Sukumaran,,,,,1,,,,1,,,,,Jayakrishnan,6.7
7,2017,Munthirivallikal Thalirkkumbol,"Ulahannan ""Unnachan""",Mohanlal,,,1,,,,,,,1,1,,,Jibu Jacob,7.1
508,2017,Munthirivallikal Thalirkkumbol,Thilothaman,Suraj Venjaramoodu,,,,1,,,,,,1,,,,Jibu Jacob,7.1
9,2017,Adam Joan,Adam Joan Pothen,Prithviraj Sukumaran,,,,,1,,,,,,1,,,Jinu Abraham,6.5
448,2017,Sunday Holiday,Narayanankutty Varayaveli/Nakkutty,Siddique,,,1,1,,,,,,,,,,Jisjoy,7.1
10,2017,Tiyaan,Aslan Mohammad,Prithviraj Sukumaran,1,,,1,1,,,,,,,,,Jiyen Krishnakumar,6.7
333,2017,Tiyaan,Pattabhirama Giri,Indrajith Sukumaran,1,,,1,,,,,,,,,,Jiyen Krishnakumar,6.7
6,2017,Georgettan's Pooram,George,Dileep,,,1,,,,,,,,,,,K.Biju,3.8
447,2017,Achayans,Rita's Father,Siddique,,,1,,1,,,,,,,,,Kannan Thamarakkulam,3.9
9,2017,Velipadinte Pusthakam,Michael Idicula,Mohanlal,1,,1,1,,,,,,,,,,Lal Jose,4.7
453,2017,Velipadinte Pusthakam,Maathan Tharakan,Siddique,1,,,1,,,,,,,,,,Lal Jose,4.7
35,2017,Take Off,Shaheed,Kunchacko Boban,1,,,1,1,,,,,,,,,Mahesh Narayan,8.2
8,2017,1971: Beyond Borders,Col. Mahadevan / Major Sahadevan,Mohanlal,1,,,,,,,,,,,1,,Major Revi,5.4
96,2017,Aadu 2,Shaji Pappan,Jayasurya,,,1,,,,,,,,,,,Midhun Manuel Thomas,7.1
452,2017,Chunkzz,Pappachan,Siddique,,,1,,,,,,,,,,,Omar Lulu,5.7
8,2017,Vimaanam,Venkidi,Prithviraj Sukumaran,,,,1,,,,,,,,,,Pradeep M Nair,6.7
449,2017,Role Models,Sherya's Father,Siddique,,,,1,,,,,,,1,,,Raffi,5
505,2017,Role Models, News Reporter,Suraj Venjaramoodu,,,,1,,,,,,,1,,,Raffi,5
220,2017,Rakshaadhikaari Baiju(Oppu),Baiju Kumbalam,Biju Menon,,,1,1,,,,,,,,,,Ranjan Pramod,7.3
13,2017,Puthan Panam,Nithyananda Shenoy,Mammmootty,1,,,,1,1,,,,,,,,Ranjith,5.9
456,2017,Puthan Panam,C.I.Habeeb Rahman,Siddique,,,,,1,1,,,,,,,,Ranjith,5.9
36,2017,Ramante Eden Thottam,Ram Menon aka Raman,Kunchacko Boban,,,1,1,,,,,,,1,,,Ranjith Shankar,6
97,2017,Punyalan Private Limited,Joy Thakkkolkaaran,Jayasurya,,,1,,,,,,,,,,,Ranjith Shankar,6.2
99,2017,Ramante Edanthottam,Himself,Jayasurya,,,1,1,,,,,,,1,,,Ranjith Shankar,6
454,2017,Adventures of Omanakuttan,Chandrasekhar,Siddique,,,1,,1,,,,,,,,,Rohith VS,6.2
19,2017,Jomonte Suvisheshangal,Jomon T Vincent,Dulquer,,,1,1,,,,,,1,,,,Sathyan Anthikkad,6.7
